,record_type_code,responsibility_beginning_date,right_to_transact_business_code,secretary_of_state_sos_or_coa_file_number,sos_charter_date,sos_status_code,sos_status_date,taxpayer_address,taxpayer_city,taxpayer_county_code,taxpayer_name,taxpayer_number,taxpayer_organizational_type,taxpayer_state,taxpayer_zip,current_exempt_reason_code,exempt_begin_date,_621111
613,U ,2001-12-13T00:00:00.000,A ,0800036096 ,2001-12-13T00:00:00.000,A ,2001-12-13T00:00:00.000,6002 DEBBIELOU GARDENS DR ,HOUSTON ,101,"NOVUS GENERAL PARTNER, LLC ",10106271264 ,CL ,TX ,77034 ,  ,," 
"
614,U,2020-09-04T00:00:00.000,A,0803750699,2020-09-04T00:00:00.000,A,2020-09-04T00:00:00.000,206 W CENTER ST,WHITE OAK,92,OFFICE JET SERVICES & CONSTRUCTION LLC,32075787633,CL,TX,75693,,,
615,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,1917 ARROYA RD ,DALHART ,103,"CROSSINGS AT BELL, JOINT VENTURE ",10106273807 ,PB ,TX ,79022 ,  ,,  
616,U,2022-11-01T00:00:00.000,A,0804792876,2022-11-01T00:00:00.000,A,2022-11-01T00:00:00.000,614 MIRAMAR PL,CORPUS CHRISTI,178,"RUSTIC RENOVATIONS AND RENTALS, LLC",32087014125,CL,TX,78411,,,
617,V,2021-06-21T00:00:00.000,N,0804123929,2021-06-21T00:00:00.000,F,2023-03-10T00:00:00.000,2229 SAN FELIPE ST,HOUSTON,101,TRAVERSE ORS LLC,32079832286,CI,TX,77019,,,
618,U,2019-07-17T00:00:00.000,A,0803370731,2019-07-17T00:00:00.000,A,2019-07-17T00:00:00.000,6420 HILLCROFT ST STE 206,HOUSTON,101,G.NELLY AUTO SALES LLC,32071381217,CL,TX,77081,,,
619,U,2020-07-27T00:00:00.000,A,0803699095,2020-07-27T00:00:00.000,A,2020-07-27T00:00:00.000,785 BADER DR,BELLVILLE,8,HTH COMMERCIAL SERVICES LLC,18522200189,CL,TX,77418,,,
620,U,1978-11-30T00:00:00.000,A,0045526700,1978-11-30T00:00:00.000,A,1978-11-30T00:00:00.000,PO BOX 190,NEW SUMMERFLD,37,"BOB BROWN PLANT FARM, INC.",17516239781,CT,TX,75780,,,111421
621,U,2018-02-27T00:00:00.000,A,0802952847,2018-02-27T00:00:00.000,A,2018-02-27T00:00:00.000,1306 BRENDA LN APT C,HUMBLE,101,"TERSAMBIA INVESTMENTS, LLC",32066415871,CL,TX,77338,,,
622,U ,2001-07-02T00:00:00.000,A ,0163397701 ,2001-07-02T00:00:00.000,R ,2009-06-02T00:00:00.000,PO BOX 310673 ,NEW BRAUNFELS ,46,"UPSTARTS: EDUCATION FOR THE REAL WORLD, INC. ",10106284853 ,CN ,TX ,78131 ,19 ,2001-07-02T00:00:00.000,611691 
623,U,2023-02-27T00:00:00.000,A,0804946353,2023-02-27T00:00:00.000,A,2023-02-27T00:00:00.000,2705 BULL SHOALS DR,FORT WORTH,220,POME LLC,32088630747,CL,TX,76131,,,
624,U ,2002-03-08T00:00:00.000,A ,0800062788 ,2002-03-08T00:00:00.000,A ,2002-03-08T00:00:00.000,903 CRYSTAL CREEK DR ,AUSTIN ,227,"COGNITRI, LLC ",10106286460 ,CL ,TX ,78746 ,  ,,  
625,U ,2001-12-31T00:00:00.000,A ,0800041385 ,2001-12-31T00:00:00.000,R ,2012-01-23T00:00:00.000,2500 CITYWEST BLVD STE 1000 ,HOUSTON ,101,"LONE STAR DURANGO FOUNDATION, INC. ",10106286957 ,CN ,TX ,77042 ,19 ,2001-12-31T00:00:00.000,  
626,U ,2002-02-26T00:00:00.000,A ,0800059116 ,2002-02-26T00:00:00.000,A ,2002-02-26T00:00:00.000,1917 ARROYA RD ,DALHART ,103,"LGR, LLC ",10106292278 ,CL ,TX ,79022 ,  ,,523000 
627,U,2018-07-30T00:00:00.000,A,0803079533,2018-07-30T00:00:00.000,A,2018-07-30T00:00:00.000,14190 HORIZON BLVD,EL PASO,71,"C & S, LLC",32067929755,CL,TX,79928,,,
628,U,2013-07-22T00:00:00.000,A,0801820363,2013-07-22T00:00:00.000,A,2013-07-22T00:00:00.000,15218 GLEN HEATHER DR,LAKEWAY,227,RIDGECREST PARTNERS LLC,32051545302,CL,TX,78734,,,523999
629,V,2021-06-22T00:00:00.000,A,0804117863,2021-06-22T00:00:00.000,A,2021-06-22T00:00:00.000,211 E 7TH ST STE 620,AUSTIN,227,S2 8500 HARWOOD LLC,32079778968,CI,TX,78701,,,
630,U,2021-08-05T00:00:00.000,A,0804178701,2021-08-05T00:00:00.000,A,2021-08-05T00:00:00.000,2022 FEATHER HILL DR,ROSENBERG,79,JOHNNY BOY'S TRUCKING LLC,32080445151,CL,TX,77471,,,
631,U ,2002-03-14T00:00:00.000,A ,0800064547 ,2002-03-14T00:00:00.000,A ,2002-03-14T00:00:00.000,1180 REESE LN ,AZLE ,184,"ACADIAN DEVELOPMENT, INC. ",10106297558 ,CT ,TX ,76020 ,  ,,541611 
632,X ,2006-01-01T00:00:00.000,U ,  ,,  ,,8501 N SCOTTSDALE RD C/O GAINEY CTR II S ,SCOTTSDALE ,0,VIENTEK LLC ,10106298226 ,CI ,AZ ,85253 ,  ,,333618 
633,U,2012-10-12T00:00:00.000,A,0801668410,2012-10-12T00:00:00.000,A,2012-10-12T00:00:00.000,7714 SWEETGUM DR,IRVING,57,"RIO MAMBO MANAGEMENT, LLC",32049243069,CL,TX,75063,,,
634,U,2017-03-15T00:00:00.000,A,0802678101,2017-03-15T00:00:00.000,A,2017-03-15T00:00:00.000,PO BOX 802948,DALLAS,57,"BOERNE HOSPICE PARTNERS, LLC",32063198165,CL,TX,75380,,,
635,V,2021-07-20T00:00:00.000,N,0804157568,2021-07-20T00:00:00.000,F,2023-03-10T00:00:00.000,577 WINDMILL RANCH RD,SPRING BRANCH,46,CULTIVATE GEOSPATIAL SOLUTIONS,32080221347,CI,TX,78070,,,
636,U,2020-03-11T00:00:00.000,A,0803572162,2020-03-11T00:00:00.000,A,2020-03-11T00:00:00.000,2600 NETWORK BLVD STE 150,FRISCO,43,"CAMBRIDGE SGT TOWNHOMES, LLC",32073732490,CL,TX,75034,,,
637,U,2022-11-04T00:00:00.000,A,0804796359,2022-11-04T00:00:00.000,A,2022-11-04T00:00:00.000,2825 FIRST RD,BEEVILLE,13,AS YOU WISH  COMMUNITY ENRICHMENT SERVICES INC.,32087062371,CN,TX,78102,,,
638,U,2023-01-23T00:00:00.000,A,0804891800,2023-01-23T00:00:00.000,A,2023-01-23T00:00:00.000,2912 HELMS GATE CIR,BRYAN,21,M. LACEY CONSULTING LLC,32088046563,CL,TX,77807,,,541990
639,U ,2001-11-16T00:00:00.000,A ,0800029592 ,2001-11-16T00:00:00.000,A ,2001-11-16T00:00:00.000,1615 VZ COUNTY ROAD 2144 ,WILLS POINT ,234,HAYDEN BAPTIST CHURCH ,10106308223 ,CN ,TX ,75169 ,04 ,2001-11-16T00:00:00.000,"
813110 "
640,U,2017-08-11T00:00:00.000,D,0802790185,2017-08-11T00:00:00.000,A,2017-08-11T00:00:00.000,2947 FM 3364,PRINCETON,43,"MAV'S CUSTOM FAB, LLC",32064567749,CL,TX,75407,,,
641,U,2021-05-17T00:00:00.000,A,0804068725,2021-05-17T00:00:00.000,A,2021-05-17T00:00:00.000,2314 TRAIL WOOD LN,RICHMOND,79,COLORFUL THREADS CUSTOM EMBROIDERY LLC,32079267491,CL,TX,77406,,,
642,U,2018-09-24T00:00:00.000,A,0803125119,2018-09-24T00:00:00.000,A,2018-09-24T00:00:00.000,2466 CLUB TERRACE DR,DALLAS,57,JMJR TRUCKING LLC,32068470643,CL,TX,75237,,,
643,U,2023-03-24T00:00:00.000,A,0804987299,2023-03-24T00:00:00.000,A,2023-03-24T00:00:00.000,508 MELBA CARTER ST,MISSION,108,"KIKE'S TAKO KARO RESTAURANT, LLC",32089084118,CL,TX,78572,,,
644,U,2020-03-18T00:00:00.000,A,0803576514,2020-03-18T00:00:00.000,A,2020-03-18T00:00:00.000,38315 MIRANDA LN,MAGNOLIA,170,REFLECTION RENTALS L.L.C.,32073766076,CL,TX,77355,,,
645,U,2021-08-04T00:00:00.000,A,0804178737,2021-08-04T00:00:00.000,A,2021-08-04T00:00:00.000,518 HARVARD ST,MESQUITE,57,"MY LOVE'S AFTER HOURS, LLC",32080444857,CL,TX,75149,,,
646,U,2014-04-09T00:00:00.000,A,0801969179,2014-04-09T00:00:00.000,A,2014-04-09T00:00:00.000,904 SAINT ANNE CT,HEATH,199,"SILENT B, LLC",32053728799,CL,TX,75032,,,
647,U ,2002-02-11T00:00:00.000,A ,0800056887 ,2002-02-11T00:00:00.000,A ,2002-02-11T00:00:00.000,908 DORAL DR ,FORT WORTH ,220,"GOLDEN EAST, INC. ",10106324899 ,CT ,TX ,76112 ,  ,,  
648,U,2020-03-17T00:00:00.000,A,0803576107,2020-03-17T00:00:00.000,A,2020-03-17T00:00:00.000,200 E LUFKIN AVE,LUFKIN,3,"G&H ENVIRONMENTAL CONSULTING, LLC",32073768817,CL,TX,75901,,,
649,U,2021-02-19T00:00:00.000,A,0803943790,2021-02-19T00:00:00.000,A,2021-02-19T00:00:00.000,641 MAPLE CREEK DR,FAIRVIEW,43,"T&H HOLDINGS, LLC",32077897919,CL,TX,75069,,,
650,U,2023-02-28T00:00:00.000,A,0804947494,2023-02-28T00:00:00.000,A,2023-02-28T00:00:00.000,801 UNION PACIFIC BLVD STE 6,LAREDO,240,"LALA LODGE, LLC",32088622215,CL,TX,78045,,,
651,U ,2002-03-15T00:00:00.000,A ,0800065172 ,2002-03-15T00:00:00.000,A ,2002-03-15T00:00:00.000,724 DYNAMITE TRL ,HARPER ,86,"T. TAYLOR ENTERPRISES, L.L.C. ",10106331043 ,CL ,TX ,78631 ,  ,,541000 
652,U ,2002-03-15T00:00:00.000,A ,0800065176 ,2002-03-15T00:00:00.000,A ,2002-03-15T00:00:00.000,724 DYNAMITE TRL ,HARPER ,86,"LONE STAR FLYING SERVICE, L.L.C. ",10106331175 ,CL ,TX ,78631 ,  ,,"541000
"
653,U ,2002-02-06T00:00:00.000,A ,0800055541 ,2002-02-06T00:00:00.000,R ,2011-01-18T00:00:00.000,2303 WEHRING RD ,ROSENBERG ,79,"THE TOWER OF REFUGE, INC. ",10106331746 ,CN ,TX ,77471 ,74 ,2002-02-06T00:00:00.000,813110 
654,U,2020-03-06T00:00:00.000,A,0803574796,2020-03-06T00:00:00.000,A,2020-03-06T00:00:00.000,334 COUNTY ROAD 414,ELDORADO,207,MIAS AMIGAS,32073740071,CN,TX,76936,,,
655,U,2022-11-03T00:00:00.000,A,0804795655,2022-11-03T00:00:00.000,A,2022-11-03T00:00:00.000,2028 E BEN WHITE BLVD # 2406472,AUSTIN,227,DH11 ACCRA LLC,32087042738,CL,TX,78741,,,
656,U,2021-02-03T00:00:00.000,A,0803925157,2021-02-03T00:00:00.000,A,2021-02-03T00:00:00.000,613 CUMBERLAND DR,MURPHY,43,KAYPAL LLC,32077688292,CL,TX,75094,,,
657,U ,2001-12-03T00:00:00.000,A ,0800041994 ,2001-12-03T00:00:00.000,A ,2001-12-03T00:00:00.000,2726 BISSONNET ST STE 240-327 ,HOUSTON ,101,"PINK PROJECT, INC. ",10106335200 ,CN ,TX ,77005 ,19 ,2001-12-03T00:00:00.000,"813212
"
658,U,2022-02-28T00:00:00.000,A,0804452240,2022-02-28T00:00:00.000,A,2022-02-28T00:00:00.000,1164 BERRY CREEK DR,SCHERTZ,94,CR HOMES & INVESTMENTS LLC,32083422041,CL,TX,78154,,,
659,U,2012-05-18T00:00:00.000,A,0801599019,2012-05-18T00:00:00.000,R,2018-08-02T00:00:00.000,8525 BISSONNET ST,HOUSTON,101,"SAVING A GENERATION MINISTRIES, INC",32048010998,CN,TX,77074,,,
660,U,2018-06-19T00:00:00.000,A,0803048278,2018-06-19T00:00:00.000,A,2018-06-19T00:00:00.000,1708 SHERBURNE DR,KELLER,220,"MATTHEW 288, L.L.C.",32067545965,CL,TX,76262,,,
661,U,2022-06-29T00:00:00.000,A,0804627632,2022-06-29T00:00:00.000,A,2022-06-29T00:00:00.000,12318 MEADOW BRIAR DR,STAFFORD,79,UNIQUE UNIFORMS LLC,32085269630,CL,TX,77477,,,
662,U,2022-11-02T00:00:00.000,A,0804793809,2022-11-02T00:00:00.000,A,2022-11-02T00:00:00.000,9911 CORBEN CREEK LN,RICHMOND,79,BANO PRODUCTS LLC,32087030238,CL,TX,77407,,,
663,U,2022-11-03T00:00:00.000,A,0804794957,2022-11-03T00:00:00.000,A,2022-11-03T00:00:00.000,PO BOX 2255,ROCKPORT,4,LOADED ICE DAIQUIRIS LLC,32087048057,CL,TX,78381,,,
664,U,2022-11-02T00:00:00.000,A,0804793505,2022-11-02T00:00:00.000,A,2022-11-02T00:00:00.000,1228 ASHFORD DR,DESOTO,57,"SWEET PEA SLUMBER COMPANY, LLC",32087032648,CL,TX,75115,,,
665,X,2005-01-01T00:00:00.000,A,,,,,33 W HIGGINS RD STE 720,S BARRINGTON,0,"TRINUC, LLC",32017556765,CI,IL,60010,,,
666,U,2009-07-02T00:00:00.000,A,0801142332,2009-07-02T00:00:00.000,A,2009-07-02T00:00:00.000,3972 WESTCLIFF RD,GRAND PRAIRIE,57,"STAGGERWING DEVELOPMENT, L.L.C.",32039839272,CL,TX,75052,,,
667,U,2021-03-24T00:00:00.000,A,0803996676,2021-03-24T00:00:00.000,A,2021-03-24T00:00:00.000,3602 BELLEFONTAINE ST,HOUSTON,101,"834 WAKEFIELD, LLC",32078422477,CL,TX,77025,,,
668,U ,2002-02-19T00:00:00.000,A ,0800059527 ,2002-02-19T00:00:00.000,A ,2002-02-19T00:00:00.000,9160 BLUE GRASS TRL ,FRISCO ,61,"CHEMISTRY, LLC ",10106348807 ,CL ,TX ,75033 ,  ,,713000 
669,U,2021-06-28T00:00:00.000,A,0804131516,2021-06-28T00:00:00.000,A,2021-06-28T00:00:00.000,6720 LONGLEAF LN,FORT WORTH,220,"SO CHI COMPLEXIONS, LLC",32079899814,CL,TX,76137,,,
670,U,2023-03-01T00:00:00.000,A,0804949351,2023-03-01T00:00:00.000,A,2023-03-01T00:00:00.000,4421 BUCKNELL DR,GARLAND,57,"CJ CLEANING EXPERTS, LLC",32088649424,CL,TX,75042,,,
671,U ,2002-03-22T00:00:00.000,A ,0800067482 ,2002-03-22T00:00:00.000,A ,2002-03-22T00:00:00.000,9291 BAYTHORNE DR ,HOUSTON ,101,"LANTERRA, L.L.C. ",10106358491 ,CL ,TX ,77041 ,  ,,236115 
672,U,2016-01-01T00:00:00.000,A,0802359757,2016-01-01T00:00:00.000,A,2016-01-01T00:00:00.000,204 WOODLAND DR,KRUGERVILLE,61,BROCKETT ELEMENTARY PARENT TEACHER ORGANIZATION,32059174964,CN,TX,76227,19,2016-01-16T00:00:00.000,
673,X,2016-07-20T00:00:00.000,A,,,,,11770 HAYNES BRIDGE RD STE 205-104,ALPHARETTA,0,FINLISTICS SOLUTIONS CORP,32066927842,CF,GA,30009,,,541990
674,U ,2005-08-15T00:00:00.000,A ,0800531658 ,2005-08-15T00:00:00.000,A ,2005-08-15T00:00:00.000,16406 CARLTON VALE CT ,TOMBALL ,101,"GLOBAL HOLISTIC COMPLIANCE, INC. ",10106364192 ,CT ,TX ,77377 ,  ,," 
"
675,U ,2001-08-28T00:00:00.000,A ,0800010405 ,2001-08-28T00:00:00.000,A ,2001-08-28T00:00:00.000,8369 US HIGHWAY 75 ,ANNA ,43,"UMAND ENTERPRISES, INC. ",10106365181 ,CT ,TX ,75409 ,  ,,  
676,V,2019-05-09T00:00:00.000,N,0803366193,2019-07-12T00:00:00.000,F,2023-03-10T00:00:00.000,777 108TH AVE NE STE 2300,BELLEVUE,0,READING PLUS LLC,32071355716,CI,WA,98004,,,
677,U ,2002-03-19T00:00:00.000,A ,0800066206 ,2002-03-19T00:00:00.000,A ,2002-03-19T00:00:00.000,11252 HARRY HINES BLVD STE 305 ,DALLAS ,57,GILRAJ INC. ,10106366817 ,CT ,TX ,75229 ,  ,,452000 
678,U ,2002-03-21T00:00:00.000,A ,0800067018 ,2002-03-21T00:00:00.000,A ,2002-03-21T00:00:00.000,569 SHANES LN ,WEATHERFORD ,184,"R & R REALTY, INC. ",10106368409 ,CT ,TX ,76087 ,  ,,  
679,U,1992-06-01T00:00:00.000,A,0123346400,1992-06-01T00:00:00.000,R,2019-01-30T00:00:00.000,PO BOX 628,CIBOLO,94,"NORTH AMERICAN BULLET PROOF, INCORPORATED",30115848944,CT,TX,78108,,,444000
680,U ,2002-02-21T00:00:00.000,A ,0800057746 ,2002-02-21T00:00:00.000,A ,2002-02-21T00:00:00.000,PO BOX 1020 ,AZLE ,184,"A & J BOBCAT SERVICE, L.L.C. ",10106373003 ,CL ,TX ,76098 ,  ,,236115 
681,U ,2002-03-15T00:00:00.000,A ,0800065297 ,2002-03-15T00:00:00.000,A ,2002-03-15T00:00:00.000,3631 PEBBLE BEACH DR ,FARMERS BRNCH ,57,"MCCONE INSURANCE GROUP, INC. ",10106373292 ,CT ,TX ,75234 ,  ,,"
524210 "
682,U,2017-05-11T00:00:00.000,A,0802720008,2017-05-11T00:00:00.000,A,2017-05-11T00:00:00.000,3925 SUNFLOWER LN,PLANO,43,"PASSIVE MINERALS, LLC",32063723350,CL,TX,75025,,,
683,U,2023-03-07T00:00:00.000,A,0804956663,2023-03-07T00:00:00.000,A,2023-03-07T00:00:00.000,16215 COTTON GROVE LN,HOUSTON,101,"BK ADVOCACY GROUP, INC.",32088724771,CT,TX,77044,,,
684,U,2023-02-28T00:00:00.000,A,0804945958,2023-02-28T00:00:00.000,A,2023-02-28T00:00:00.000,3324 SILVER CREEK DR,MESQUITE,57,ROGELIO CM TRANSPORT LLC,32088634053,CL,TX,75181,,,
685,X ,2006-12-01T00:00:00.000,A ,  ,,  ,,5600 HARRISON ST ,PITTSBURGH ,0,ACCEL SIGN GROUP INC ,10106663437 ,CF ,PA ,15201 ,  ,,238990 
686,U,2008-06-24T00:00:00.000,A,0800995567,2008-06-24T00:00:00.000,R,2014-07-22T00:00:00.000,2901 CAMP WOOD CT,PLANO,43,"FENCE MAKEOVERS, LLC",32037365270,CL,TX,75025,,,
687,U,2008-01-01T00:00:00.000,A,0800521114,2005-07-20T00:00:00.000,A,2005-07-20T00:00:00.000,8127 FOREST MESA DR,AUSTIN,227,"FREEFALL PROPERTIES, LTD.",32035365355,PL,TX,78759,,,
688,U,2016-05-25T00:00:00.000,A,0802465259,2016-05-25T00:00:00.000,A,2016-05-25T00:00:00.000,5857 TIMBERGATE DR APT 3116,CORPUS CHRISTI,178,"SPKRUSE ENTERPRISES, LLC",32060602102,CL,TX,78414,,,531110
689,U ,2002-03-18T00:00:00.000,A ,0800065356 ,2002-03-18T00:00:00.000,A ,2002-03-18T00:00:00.000,438 SUMMIT DR ,RICHARDSON ,57,"POSITIVE INDULGENCE, INC. ",10106398588 ,CT ,TX ,75081 ,  ,,621399 
690,U ,2008-01-01T00:00:00.000,A ,0800066039 ,2002-03-19T00:00:00.000,A ,2002-03-19T00:00:00.000,10723 ROCKLEY RD ,HOUSTON ,101,"DRUM PROPERTY COMPANY, LTD. ",10106399578 ,PL ,TX ,77099 ,  ,,531120 
691,U ,2002-03-05T00:00:00.000,A ,0800061569 ,2002-03-05T00:00:00.000,A ,2002-03-05T00:00:00.000,3506 OAK RIDGE LN ,MISSION ,108,"ONE MARINA DEVELOPMENT CORPORATION, INC. ",10106402349 ,CT ,TX ,78573 ,  ,,236220 
692,U ,2004-04-23T00:00:00.000,A ,0800335012 ,2004-04-23T00:00:00.000,A ,2004-04-23T00:00:00.000,400 W 14TH ST STE 100 ,AUSTIN ,227,PARIS POLICE OFFICER'S ASSOCIATION ,10106404949 ,CN ,TX ,78701 ,21 ,2004-04-23T00:00:00.000,  
693,U,2022-03-02T00:00:00.000,A,0804455556,2022-03-02T00:00:00.000,A,2022-03-02T00:00:00.000,2821 THERESA LN,MOODY,161,MOUSSE-LINI'S LLC,32083472251,CL,TX,76557,,,
694,U ,2002-03-19T00:00:00.000,A ,0800066056 ,2002-03-19T00:00:00.000,A ,2002-03-19T00:00:00.000,2735 NACOGDOCHES RD ,SAN ANTONIO ,15,"COLONIAL HOME HEALTH, INC. ",10106405581 ,CT ,TX ,78217 ,  ,,"
621610 "
695,U,2021-06-03T00:00:00.000,A,0804095405,2021-06-03T00:00:00.000,A,2021-06-03T00:00:00.000,5101 BREEZEWIND LN,FORT WORTH,220,ASPIRE TO INSPIRE DEVELOPMENTAL METHOD OF HEALING,32079561000,CL,TX,76123,,,
696,V,2008-04-28T00:00:00.000,A,0800971251,2008-04-28T00:00:00.000,A,2008-04-28T00:00:00.000,1995 BROADWAY STE 600,NEW YORK,0,"TIGER 21, LLC",32036896655,CI,NY,10023,,,812990
697,U,2020-04-16T00:00:00.000,A,0803595037,2020-04-16T00:00:00.000,R,2022-08-29T00:00:00.000,19415 S STONE LN,KATY,101,"RAYAAN LOGISTICS, LLC",32073994264,CL,TX,77449,,,
698,U,2008-01-01T00:00:00.000,A,0080853403,1982-06-23T00:00:00.000,A,1982-06-23T00:00:00.000,4191 BELLAIRE BLVD STE 200,HOUSTON,101,"SAMUEL C. WEBER, M.D., P.A.",17600312700,AP,TX,77025,,,621111
699,X ,2002-06-02T00:00:00.000,A ,  ,,  ,,500 W MAIN ST STE 216 ,RUSSELLVILLE ,0,SOURCE LOGISTICS INC ,10106418006 ,CF ,AR ,72801 ,  ,,425120 
700,U,2004-02-12T00:00:00.000,A,0800304718,2004-02-12T00:00:00.000,A,2004-02-12T00:00:00.000,10115 CAIRN MEADOWS DR,SPRING,101,"HILL COUNTRY DIRECTORIES MANAGEMENT, LLC",12007358489,CL,TX,77379,,,541990
701,U ,2002-03-22T00:00:00.000,A ,0800067546 ,2002-03-22T00:00:00.000,A ,2002-03-22T00:00:00.000,312 MOUNTAIN ECHO ,SAN ANTONIO ,15,"HAMON HOMES, INC. ",10106420226 ,CT ,TX ,78260 ,  ,,236000 
702,U,2008-01-11T00:00:00.000,A,0800922468,2008-01-11T00:00:00.000,R,2023-03-23T00:00:00.000,4915 BRANCH HOLLOW DR,THE COLONY,61,DAVID'S AUTOMOTIVE REPAIR LLC,32034480320,CL,TX,75056,,,
703,U ,2001-04-25T00:00:00.000,A ,0708815822 ,2001-04-25T00:00:00.000,A ,2001-04-25T00:00:00.000,5800 PADRE BLVD STE 108 ,S PADRE ISLE ,31,"ISLA BLANCA, L.L.C. ",10106431793 ,CL ,TX ,78597 ,  ,,"531390
"
704,U ,2002-03-07T00:00:00.000,A ,0800062267 ,2002-03-07T00:00:00.000,A ,2002-03-07T00:00:00.000,PO BOX 887 ,STAFFORD ,79,"Z FAMILY INVESTMENTS, LLC ",10106432155 ,CL ,TX ,77497 ,  ,,  
705,U,2019-10-25T00:00:00.000,A,0803455299,2019-10-25T00:00:00.000,A,2019-10-25T00:00:00.000,3531 BLUEBERRY LN,GRAPEVINE,220,"SAM61387, LLC",32072364576,CL,TX,76051,,,
706,U,2007-10-02T00:00:00.000,A,0800878379,2007-10-02T00:00:00.000,A,2007-10-02T00:00:00.000,19147 INA MAE ALLEN RD,COLLEGE STA,21,"BRITTCO DEVELOPMENT, LLC",32033854889,CL,TX,77845,,,531210
707,X ,2009-01-01T00:00:00.000,A ,  ,,  ,,4511 HELTON DR C/O TABITHA CALHOUN ,FLORENCE ,0,TNT STORES LLC ,10106435042 ,CI ,AL ,35630 ,  ,,  
708,U ,2008-01-01T00:00:00.000,A ,0800068246 ,2002-03-25T00:00:00.000,A ,2002-03-25T00:00:00.000,2500 W DAVIS ST ,CONROE ,170,"P&G HOLDINGS, LTD. ",10106437923 ,PL ,TX ,77304 ,  ,,  
709,U ,2002-03-20T00:00:00.000,A ,0800066785 ,2002-03-20T00:00:00.000,A ,2002-03-20T00:00:00.000,2500 W DAVIS ST ,CONROE ,170,"MME HOLDINGS, L.L.C. ",10106438129 ,CL ,TX ,77304 ,  ,,  
710,U,2019-09-13T00:00:00.000,A,0803420666,2019-09-13T00:00:00.000,A,2019-09-13T00:00:00.000,4228 VERSAILLES AVE,DALLAS,57,"YAYA SMILE RE28, LLC",32071938057,CL,TX,75205,,,
711,X ,2004-01-20T00:00:00.000,A ,  ,,  ,,PO BOX 822 ,SEABROOK ,101,OMEGA TECHNOLOGIES INC ,10106439408 ,CF ,TX ,77586 ,  ,,238990 
712,U,2018-03-19T00:00:00.000,A,0802965851,2018-03-19T00:00:00.000,A,2018-03-19T00:00:00.000,2313 HEATHER RIDGE DR,FLOWER MOUND,61,NTX AERO LIMITED LIABILITY COMPANY,32066584387,CL,TX,75028,,,
713,U,2021-06-28T00:00:00.000,A,0804129164,2021-06-28T00:00:00.000,A,2021-06-28T00:00:00.000,21602 PARK ROCK LN,KATY,101,KRISTEN FONTENO LLC,32079904127,CL,TX,77450,,,
714,U,2022-03-03T00:00:00.000,A,0804456575,2022-03-03T00:00:00.000,A,2022-03-03T00:00:00.000,4007 BIRDWATCH LOOP,PFLUGERVILLE,227,KABYLIA LOGISTICS LLC,32083464902,CL,TX,78660,,,
715,U,2019-06-07T00:00:00.000,A,0803338072,2019-06-07T00:00:00.000,A,2019-06-07T00:00:00.000,3225 MCLEOD DR STE 100,LAS VEGAS,0,"PLUMBING EQUIPMENT, LLC",32071002185,CL,NV,89121,,,
716,U,2021-06-17T00:00:00.000,A,0804186901,2021-06-17T00:00:00.000,A,2021-06-17T00:00:00.000,2722 LUCAS DR,ARLINGTON,220,"GRACE, MERCY & COMPASSION LLC",32080482535,CL,TX,76015,,,
717,U,2016-05-27T00:00:00.000,A,0802468537,2016-05-27T00:00:00.000,A,2016-05-27T00:00:00.000,100 ENERGY WAY STE 1900,FORT WORTH,220,"PDA CORPORATE STORES DIVISION 1, LLC",32060619742,CL,TX,76102,,,
718,U ,2002-03-15T00:00:00.000,A ,0800064969 ,2002-03-15T00:00:00.000,R ,2013-03-01T00:00:00.000,30303 E LEGENDS TRAIL DR ,SPRING ,170,"VIDEO IMAGES PRODUCTIONS, L.L.C. ",10106451627 ,CL ,TX ,77386 ,  ,,  
719,V,2020-05-04T00:00:00.000,A,0803608788,2020-05-04T00:00:00.000,A,2020-05-04T00:00:00.000,5851 LEGACY CIR STE 900,PLANO,43,"USRC FWRG-KELLER, LLC",32077785882,CI,TX,75024,,,
720,V,2023-02-27T00:00:00.000,A,0804958088,2023-02-27T00:00:00.000,A,2023-02-27T00:00:00.000,500 W 5TH ST STE 700,AUSTIN,227,"8920 RAMIREZ LANE GP, LLC",32088676187,CI,TX,78701,,,
721,U ,2001-12-21T00:00:00.000,A ,0800039568 ,2001-12-21T00:00:00.000,A ,2001-12-21T00:00:00.000,12300 PARK CENTRAL DR ,DALLAS ,57,"GRANITE RIDGE CAPITAL MANAGEMENT, L.L.C. ",10106459380 ,CL ,TX ,75251 ,  ,,  
722,U,2022-11-03T00:00:00.000,A,0804793095,2022-11-03T00:00:00.000,A,2022-11-03T00:00:00.000,598 CEDAR PT,LIVINGSTON,187,NEW BEGINNINGS MEDICAL CLINIC LLC,32087012657,CL,TX,77351,,,
723,V ,2004-09-03T00:00:00.000,A ,0800385919 ,2004-09-03T00:00:00.000,A ,2004-09-03T00:00:00.000,15720 W 108TH ST STE 100 ,LENEXA ,0,RUCO EQUIPMENT COMPANY ,10106463465 ,CF ,KS ,66219 ,  ,,453000 
724,U,2022-03-02T00:00:00.000,A,0804456498,2022-03-02T00:00:00.000,A,2022-03-02T00:00:00.000,4941 BUCHANAN AVE,FRISCO,61,ZSTAR CORP LLC,32083465503,CL,TX,75033,,,
